"number","text","code","Anmerkung"
"13503","Die #Tafeln und Wohlfahrtsverbände haben Recht: Es ist Aufgabe der Regierung, #Armut zu bekämpfen, damit niemand auf Lebensmittelspenden angewiesen ist! Wer soziale Verteilungskämpfe verhindern will, muss den Sozialstaat &amp; Arbeitsmarkt reparieren! https://t.co/hwqfDNQY4k","",""
"13504","Ein HR-Bericht löst in #Frankfurt eine Diskussion über die Unterbringung von Obdachlosen in billigen Pensionen und Hotels aus. Die Lebensbedingungen sollen dort unzumutbar sein. https://t.co/zRHtqTvSxE","",""
"13505","Ein großartiger Auftritt von <U+2066>@GregorGysi<U+2069> in Marburg und beste Unterstützung für <U+2066>@DIELINKEHESSEN im Straßenwahlkampf<U+2069>. #mehrfürdiemehrheit #ltwhe18  https://t.co/bzjBeYcohy","",""
"13506","Grüner Höhenflug, @hessenSPD auf Platz 3 - in #Hessen bahnen sich massive Änderungen bei der #ltwhe18 an/ https://t.co/QKuFF06nT0","",""
"13507","In Hessen sind 18% aller Kinder armutsgefährdet. Das ist eine Schande und Ausdruck des Versagens der Poliitk, für soziale Gerechtigkeit zu sorgen. Ein reiches Land wie Hessen, darf sich #Kinderarmut nicht länger leisten. Endlich handeln. #mehrfürdiemehrheit #armut https://t.co/WfeaugxNkD","",""
"13509","Wir freuen uns auf euren Besuch auf dem Opernplatz. Setzt ein Zeichen gegen Rassismus und Hetze. #rockgegenrechts https://t.co/6nCW8bF35g","",""
"13511","Am Samstag setzen wir in #Frankfurt ein Zeichen für Frieden und Solidarität. Gemeinsam gegen Hass und Hetze. 
@rockgegenrechts #wirsindmehr https://t.co/P7Uj3CC5aV","",""
"13512","#Frankfurt braucht bezahlbare Wohnungen.  @cdu_frankfurt hat daran Null Interesse und hat mangels Argumenten nur die Furcht vor ‚sozialen Brennpunkten‘. Schon klar, wenn Busfahrer, Erzieherinnen oder Alleinerziehende dort leben, wird’s brenzlig. https://t.co/y1RPb6h5xd via @fr","",""
"13516","#MehrfürdieMehrheit https://t.co/e2fAepHpqS","",""
"13519","@MariaBandur leider ja. es ist unsäglich, wenn man bedenkt, dass der deutsche Studentenbund an der #Bücherverbrennung 1933 beteiligt war. Ich hoffe, die Stadt reagiert.","",""
"13521","Sehr gut, @DIELINKE_Roemer.
Jetzt noch die Anderen.
@cdu_frankfurt @SPD_FFM
@grueneimroemer
#armtm #armut #Frankfurt #ffm #armutsucks https://t.co/QDmZwdOzbR","",""
"13522","@kmnd Ich glaube, ein dichterer Takt wäre auch sinnvoll. Das würde für notwendige Entlastung sorgen. @vgf_ffm","",""
"13525","Besuch bei der alten Oma im Altenheim auch genutzt, um mit den Mitarbeitern zu reden. Ihr Alltag: Zu zweit 28 Patienten versorgen, keine Zeit für Gespräche und zum Zuhören. Dauernd am Limit. Das ist der #Pflegenotstand und Alltag in Pflegeheimen. Das muss sich ändern.","",""
"13526","Danke, Harald Welzer für dieses wichtige Plädoyer in der @DIEZEIT, uns entschlossen gegen den Rechtsruck zu wehren. „Demokratien gehen nicht an zu vielen Feinden, sondern an zu wenig Freunden und Verteidigern zugrunde.“ #noafd  #aufstehengegenrassismus https://t.co/Q0SqdzCszn","",""
"13530","Es wird immer schlimmer, für die @FDPffm ist der Antrag, Menschen aus Seenot hier aufzunehmen nur “absurd“. #Seebruecke #stvv","",""
"13532","Sozialdezernentin, Frau Dr Birkenfeld meint, es wäre “kein sinnvolles Signal zu zeigen, wir hätten noch Möglichkeiten“, Menschen in Not aufzunehmen. Soviel zum Thema, #frankfurt wird eine #seebrücke für Menschen in Not. Wo bleibt die Menschlichkeit?  #stvv","",""
"13539","@dieLinke ist mehr als ein Wahlverein, sie setzt auf Selbstermächtigung und eine grundlegende Änderung der Gesellschaft, sagt @Janine_Wissler in ihrer Bewerbungsrede für Platz 1. #linkelpthe #ltwhe https://t.co/jcy3raiXRo","",""
"13545","Heute um 17 Uhr wird im Sozialausschuss im #Römer über den Antrag der LINKEN diskutiert,aus Seenot gerettete Flüchtlinge aufzunehmen. #Seebrücke. Kommt vorbei... https://t.co/oNwbyYBLJF via @fr","",""
"13546","#GroKo2018 bedeutet ein Weiter so statt sozialem Aufbruch. Ein konsequenter Kampf gegen Niedriglöhne und Armut wird mit der #Bundesregierung nicht passieren. Dafür brauchts auch künftig eine starke @dieLinke https://t.co/UC00fGetkT","",""
"13547","Mit dem fadenscheinigen Argument von ""Effizienz"" sollen künftig in #Frankfurt nur noch Grundstücksgeschäfte ab 100 Tsd. Euro dem Parlament vorgelegt werden. Damit wird die demokratische Kontrolle ausgehebelt. Bodenpolitik muss ohne Ausnahme transparent bleiben. #römer https://t.co/TzC2wXzhjR","",""
"13550","Bezahlbarer Wohnraum für alle - DIE LINKE steht für einen radikalen Kurswechsel in der Wohnungspolitik #Mietenwahnsinn https://t.co/5OO6v6Cyzj","",""
"13552","Das #Stadtgespräch der @fr heute im Saalbau Gallus. Mit @Janine_Wissler. Bin gespannt auf die Diskussion. #mehrfuerdiemehrheit #LtwHe18 https://t.co/5Tg9Dx5bRe","",""
"13555","Grundproblem ist, dass die Bildungschancen vom Geldbeutel der Eltern abhängen. Das ist ungerecht und nicht hinnehmbar. @DIELINKEHESSEN   #hrWAHL","",""
"13559","Zocken mit #Derivaten ist immer gefährlich.Der Unterschied ist nur, ob ich damit eigenes Geld verbrenne, oder aber #Steuergelder dafür verwende. Es ist unverantwortlich, was Hessens Landesregierung hier gemacht hat. https://t.co/xUYoZWix4Z via @welt","",""
"13560","Es herrscht ein Klima der Angst in #Chemnitz. Jeder Form der Selbstjustiz muss eine klare Absage erteilt werden, so @katjakipping","",""
"13561","Gerecht wäre es, wenn endlich alle Berufsgruppen in die gesetzliche #Rentenversicherung einzahlen und damit das Rentensystem stabilisiert wird. Stattdessen wird über eine Erhöhung der MwSt nachgedacht, die Geringverdiener am Härtesten trifft. Das ist der falsche Weg. #Rente","",""
"13562","#Grönemeyer ist am Freitag beim Rockfestival „#JamelrocktdenFoerster“ aufgetreten und hat damit den Widerstand gegen Rechtsextremismus in dem Dorf bei Wismar unterstützt. Auch zur Rettung von Flüchtlingen im Mittelmeer und Widerständen dagegen hat er sich geäußert #JamelRockt2018 https://t.co/L5g63WO810","",""
"13564","Das alle Menschen in Bayern die #CSU, #Seehofer und #Söder gut finden, ist übrigens ein Gerücht und Vorurteil. Die große Mehrheit der Menschen in Bayern sind vernünftige, anständige und weltoffene Menschen, die gerne Bier trinken und feiern anstatt zu hetzen. #Asylstreit","",""
"13565","@PeterRReichel @kliehm Mit dem Spruch drückt sich ein Abgrenzungsbedürfnis gegenüber der staatlichen Ordnungsmacht aus. Das ist keine individuelle Beleidigung von Polizistinnen und Polizisten.","",""
"13567","Im historischen Herzen von #frankfurt entsteht das Gegenteil von bezahlbarem Wohnraum. Das passt ja zur neuen #Altstadt, wo genau Null qm sozialer Wohnungsbau entstand. So stoppen wir den #Mietenwahnsinn nicht. #stadtfüralle https://t.co/qXv6CvHtla","",""
"13568","Themen der gemeinsamen Fraktionssitzung von @DIELINKE_Roemer und Fraktion der Offenbacher Linken sind: Bezahlbarer Wohnraum, mehr Kitas und bezahlbarerÖPNV. #stadtfüralle gilt für beide Städte. #Frankfurt #Offenbach","",""
"13569","Die schwarze Null schadet Deutschland. Anstatt in die Zukunft zu investieren, folgt #Scholz der falschen Logik vom „Gürtel enger schnallen“ und plant mit weniger Investitionen.  #Haushalt","",""
"13573","Heutet startet das Freiluftkino auf dem Campus Bockenheim mit dem Film von Fatih Akin “Aus dem Nichts“ Guter Film.  https://t.co/LAR32UJoCE","",""
"13576","Bei unserer musikalischen Großdemo #WIRSINDMEHR in Frankfurt kommenden Samstag wird unter anderem auftreten:
Klein und Glücklich!

#wirsindmehr #wirsindmehr1310 #Frankfurt #Hessen #RheinMain #FckAfD #FckNzs #Widerstand #Musik #Punk #Rock #Ska #Techno #Rap https://t.co/dgohcz5zRS","",""
"13577","Die ganze Debatte um #Özil hat bei aller berechtigten Kritik eine massive Schräglage. #Mercedes stellt die Zusammenarbeit mit Özil wegen der #Erdogan-Fotos ein, liefert aber selbst Wagen und Material für Erdogans Krieg in #Syrien. Mehr Doppelmoral geht nicht.","",""
"13580","Gedenkstunde der @Stadt_FFM für Hilmar Hoffmann, der vom “Träumer zum Macher wurde“, wie Peter Iden treffend meinte.  #Frankfurt #kulturfüralle https://t.co/piZjqzk2xi","",""
"13582","Die Chemiefirma Ferro will die 30 obdachlosen Rumänen, die auf ihrem Gelände im Gutleutviertel in Hütten leben, nicht einfach auf die Straße setzen. Sie setzt auf Hilfe von der Stadt. #Frankfurt https://t.co/yUSuKUvWWl","",""
"13583","#GirlsDay bei @DIELINKE_Roemer.  <U+0001F642> https://t.co/VmXOxtpXBg","",""
"13584","""Das Kreuz ist kein religiöses Hirschgeweih"" meint der kluge Heribert Prantl und kritisiert die #CSU, die das #Kreuz als politisches Dominanz-Symbol missbraucht. https://t.co/PVxm7CaMF9","",""
"13586","@Stadt_FFM Das ist gut so. Der Ort des Erinerns an die #Bücherverbrennung muss der Römerberg sein.","",""
"13592","In keinem anderen europäischen Land ist das Armutsrisiko durch  Arbeitslosigkeit so hoch wie in Deutschland, fand das EU-Statistikamt  Eurostat heraus. Alle Zahlen sind hier zu finden: https://t.co/cysYPSPeCp https://t.co/K8SuKaZWle","",""
"13593","Positionierung von @LinkeFFM für #Stichwahl zur #obwahlffm: ""Aus Sicht der LINKEN gilt es zu verhindern, dass #Weyland und  die CDU an die Spitze des Römers wechseln. Um keine Politik des Rückschritts für Frankfurt zu riskieren, rufen wir dazu auf, für Peter #Feldmann zu stimmen.","",""
"13594","Doppelt motiviert: Das tolle Ergebnis von fast neun Prozent für @Janine_Wissler bei der #obwahlffm und sieben Prozent für @DIELINKEHESSEN in der aktuellen Forsa-Umfrage. Stabile Ausgangslage für die #ltwhe im Herbst 2018. @dieLinke","",""
"13603","Es tut sich was in Sachsen! Die DGB-Jugend heute mit einer starken Aktion zum Besuch des Ministerpräsidenten in #Chemnitz
Hier geht's zur Erklärung der DGB-Jugend Chemnitz: https://t.co/o97slFEoRS https://t.co/zJ4KE2Z1VA","",""
"13604","Die Partei der Wirtschaftskompetenz eben. Wer 2011 auf steigende Zinsen spekulierte muss schon CDU Finanzminister sein. #Derivate sind nichts für Steuergelder und schon gar nicht für Landespolitiker #Hessen https://t.co/hXBsXHZzrZ","",""
"13608","Großartige Demonstration mit so vielen Menschen, toller Musik und einem gemeinsamen Auftrag: Gemeinsam gegen Rassismus. Die besten Grüße nach Berlin aus #Frankfurt. #unteilbar  #wirsindmehrFrankfurt. https://t.co/EJE9AIvg5W","",""
"13611","Das ganze Drama der #Wohnungspolitik, die am Bedarf vorbei baut und nur auf Profit und Rendite achtet: 2017 wurden in #Frankfurt 4772 Wohnungen gebaut, davon nur 134 Sozialwohnungen. Viel zu wenig, um den Bedarf zu decken. #stadtfüralle heißt auch bezahlbarer Wohnraum für Alle. https://t.co/YYN8zLcT0M","",""
"13614","In ganz #Berlin wabert etwas Großes in der Luft. Die halbe Stadt strömt gen Mitte. Kinder, Alte, alle irgendwie. Auf der Spree schwimmen die ersten Floße. ""Nie wieder"" steht darauf.

Das, was da in der Luft wabert, heißt ""Verantwortung"", glaube ich. #StopptDenHass #b2705 https://t.co/TtGajPwCbr","",""
"13618","Endlich sichere Fluchtwege schaffen und das Sterben im Mittelmeer beenden. #Seebrücke statt Abschottung. https://t.co/oNwbyYBLJF via @fr","",""
"13626","WAHNSINN!!!!!!!!!!!","",""
"13631","Wäre es nicht ein gutes Zeichen, die Stadtteilbibliothek in #Frankfurt Bockenheim vor der Schließung zu retten. #welttagdesbuches  https://t.co/EgaQTi2pft via @fr","",""
"13632","“Die Abschaffung von #HartzIV  bringt keine Antworten“, sagt #Nahles bei @berlindirekt. Doch, denn eine sanktionsfreie Mindestsicherung statt HartzIV würde mehr soziale Gerechtigkeit schaffen und den Menschen ihre Würde zurückgeben.","",""
"13635","#Nanterre https://t.co/gJDvCkAADu","",""
"13638","Esther Bejarano hat #Auschwitz überlebt. Ihr Wunsch an Jugendliche: ""Ihr müsst alles wissen, was damals geschah."" #Antisemitismus https://t.co/mGYD9sLqVr","",""
"13639","Grüne und Linke fordern die Stadt #Frankfurt auf, den Römerberg-Frühschoppen von Burschenschaftern an einen anderen Ort zu verlegen. Das Gedenken an die Bücherverbrennung am 10. Mai 1933 gehe vor. https://t.co/GnOIfo4XPt","",""
"13644","“Wie krank muss eine Gesellschaft sein, wo man die Eigenkapitalrendite von Krankenhäusern für zu niedrig hält.“  @SWagenknecht  plädiert dafür, sich gegen diese Ökonomisierung aller Lebensbereiche zu wehren. #LTWHE18","",""
"13645","@acb7d56f2aa543f @PeterRReichel @kliehm Wenn Sie sich beleidigt fühlen, tut mir das leid. Das war nicht meine Absicht.","",""
"13647","#Ryanair must change. Respect your employees. #ryanairstrike https://t.co/YfJY40vif6","",""
"13652","Dass #Maaßen für das Verbreiten von Fake News auch noch als Staatssekretär ins Bundesinnenministerium befördert wird, ist an Zynismus schwer zu überbieten. Die Große Koalition setzt damit ein verheerendes Signal und diskreditiert das Engagement gegen Rechtsextremismus nachhaltig!","",""
"13655","Während die Einen zu Niedriglöhnen schuften und mit Armutsrenten kaum über die Runden kommen, werden Wenige immer reicher und wohlhabender. Diese Spaltung der Gesellschaft muss gestoppt werden: #Vermögensteuer und höherer #Mindestlohn müssen kommen. #mehrfürdiemehrheit https://t.co/zjbX0c0AMW","",""
"13656","“Ich wünsche mir, wir hätten einen Parlamentskreis ,Armut', aber nein, es gründet sich ein Parlamentskreis ,#Pferd', bedauert Urban Priol diese Schwerpunktsetzung. #mehrfürdiemehrheit @DIELINKEHESSEN","",""
"13657","“Den Gewinnmaximierungsnomaden müssen wir Grenzen setzen,“ sagt Urban Priol. Genau das.  Steuerflucht stoppen. #CumEx @DIELINKEHESSEN #mehrfürdiemehrheit https://t.co/By0mTQzhva","",""
"13659","Im Planungsausschuss im Römer.  Die richtige Antwort auf die #Wohnungsnot in Frankfurt ist der @mietentscheid. Weil immer weniger Sozialwohnungen zu immer größerer Wohnungsnot führen. ABG in die Pflicht. #stadtfüralle https://t.co/YYNQc8facO","",""
"13663","Frankfurter Rundschau und Frankfurter Neue Presse sollen verkauft werden - Fazit-Stiftung wird Zeitungen an Ippen los: https://t.co/I1lUJDVPHq https://t.co/fsgyRd4SKi","",""
"13665","Riesenandrang bei der Podiumsdiskussion der @FRlokal zur OB-Wahl. https://t.co/kDWVvTrLZN","",""
"13672","Auf dem Internationalen Sommerfest der @AWOFrankfurt. Ein schönes Fest im Zeichen der Toleranz. Gemeinsam gegen Rassismus und Ausgrenzung #stadtfüralle https://t.co/kxJ0TiSTgq","",""
"13675","Diese Titelseite! <U+0001F44F>@ndaktuell @wellcomeunited @_Seebruecke_ #RefugeesWelcome https://t.co/S72qJntBbG","",""
"13678","Der große Erzähler Ahron #Appelfeld ist tot. ""Ich habe gesagt, ich erinnere mich nicht. Und doch sind da Tausende von Einzelheiten. Schon mehr als zwanzig Bücher habe ich über diese Jahre geschrieben. Und es gibt Momente, da glaube ich, ich hätte noch gar nicht angefangen.""","",""
"13680","Dass die @FDPHessen keine Antwort auf die Frage der wachsenden Spaltung von arm und reicht hat, das hat @Janine_Wissler richtig erkannt. Ganz einfach, weil sie das gar nicht interessiert. #hrwahl","",""
"13688","“Gleichwertige Lebensverhältnisse in Stadt und Land muss der Auftrag sein“, sagt Jan Schalauske von @DIELINKEHESSEN bei #hrWAHL","",""
"13693","Die ersten Großflächen stehen. #mehrfürdiemehrheit bedeutet  mehr bezahlbare Wohnungen. #ltwhe18 @DIELINKEHESSEN https://t.co/ZCGOYVUDSK","",""
"13694","@SeebrueckeFfm @DIELINKE_Roemer Gestern hat Frankfurt gezeigt, dass Solidarität die Antwort auf den Rechtsruck ist. Danke für Euer Engagement.","",""
"13698","„In #Hessen wurden im vergangenen Jahr rund 20.000 hochpreisige #Wohnungen gebaut, aber nur 3200 Mietwohnungen mit Sozialbindung geschaffen.“ Bezahlbare Wohnungen gibts nicht, wenn man die Schaffung von Wohnraum dem Markt überlässt! #stadtfüralle #ltwhe18 https://t.co/bZsR3yzdlk","",""
"13699","Die Mieten für #Studentenwohnungen steigen immer weiter. Das ist das wenig überraschende Ergebnis einer Studie des @iw_koeln und Folge einer falschen Wohnungspolitik. Die Antwort von @DIELINKEHESSEN ist klar und deutlich: 2000 Studiwohneinheiten im Jahr bauen. #mehrfürdiemehrheit https://t.co/FEA3lMG0xE","",""
"13700","""Mia ned"" von Künstler mit Herz, die auf ganz feine Art das Programm der AfD zerlegen und klar machen, was des widerständige, des andere Bayern ausmacht. Großartig! #LtwBY18 https://t.co/QeRH6g9qrb","",""
"13701","#hambibleibt großartiges Klavierkonzert am Waldrand! Kultur statt Kohle! https://t.co/5gTdGX8mvU","",""
"13702","Genau darum geht es: “Wir wollen ein Zeichen der #Solidarität und gegen den Rechtsruck in Deutschland setzen“, sagte Yasmin Alinaghi, Landesgeschäftsführerin des Wohlfahrtsverbands. Am 17. 9 #Seebrückestattseehofer  #Seehofer https://t.co/daOmciATis","",""
"13709","Wir von der @fr haben einige bekanntere Gesichter aus Hessen darum gebeten, uns von ihren Erfahrungen mit Diskriminierung und Alltagsrassismus zu berichten. Sozusagen #MeTwo im Printformat. In der gedruckten Ausgabe könnt Ihr dann auch die Texte lesen https://t.co/rTCoeo9ZFQ","",""
"13711","Kinder haben Rechte. In diesem reichen Land werden sie mit Füßen getreten, Beinahe gleichgültig wird hingenommen, dass immer mehr Kinder in #Armut aufwachen. Eine #Kindergrundsicherung und höhere Besteuerung von #Vermögen würde hier für Gerechtigkeit sorgen.","",""
"13712","Das #Baukindergeld wird die Wohnungsnot nicht lösen. Davon profitiert nur, wer sich den teuren Hausbau leisten kann. Und die große Mehrheit findet weiter keine bezahlbare Wohnung. Das hat mit sozialer Gerechtigkeit nix zu tun. #GrokoSondierungen","",""
"13714","Gut und richtig, der #Eintracht und Peter Fischer den Rücken zu stärken im Kampf gegen die #Afd, aber unverständlich, warum dann eine Resolution, die sich deutlich und klar gegen Rassismus ausspricht, der Koalitionsdisziplin geopfert wurde. #SGE https://t.co/uy9nCaVwJZ","",""
"13715","Die #AfD verlässt Debatte im Hauptausschuss im #Römer zum Kampf gegen Rassismus und Solidarität mit der #Eintracht wegen eines wichtigen Termins: Fotoshooting der AfD-Fraktion im Römer. Das nennt man Prioritätensetzung. #fckafd","",""
"13720","Danke an @MoritzKirchner4 für das heutige gute Training in Rhetorik und Argumentation. Beste Wahlkampfvorbereitungen auch am #Sonntag bei der #Hitze. #ltwhe","",""
"13721","Alle reden von Wer-mit-wem. Wir reden von Was-für-wen: Mehr bezahlbare Wohnungen bauen. Länger gemeinsam lernen und beitragsfreie Kitas. In den kostenlosen ÖPNV einsteigen. - Je stärker DIE LINKE, desto sozialer wird Hessen. #ltwhessen #MehrfuerdieMehrheit","",""
"13722","Wie immer die Erklärung von #Seehofer ausfällt, eins steht fest: Es ist ein Machtkampf auf Kosten des Landes und auf dem Rücken Europas &amp; der Geflüchteten. Von wegen #Asylstreit. Das ist der Anfang vom Ende der Union als Volkspartei. Die CSU öffnet dem Rechtspopulismus Tür u Tor.","",""
